file_name,label
train/a6dcb93f596a43249135678dfcfc17ea.jpg,1
train/041be3153810433ab146bc97d5af505c.jpg,0
train/615df26ce9494e5db2f70e57ce7a3a4f.jpg,1
train/8542fe161d9147be8e835e50c0de39cd.jpg,0
train/5d81fa12bc3b4cea8c94a6700a477cf2.jpg,1
train/25ea852f30594bc5915eb929682af429.jpg,0
train/e67085fb6d814cbabe08f978c738f3f7.jpg,1
train/041c36d9269146cdb88e7526e3b91651.jpg,0
train/4aea3b876247467c8d3713d4920148ab.jpg,1
train/09708379751e44d0bc908d8652d0db3e.jpg,0
train/774aeb00dbf44520bf3be78bb600bda9.jpg,1
train/2275dc00b50f4183812b5c3930365598.jpg,0
train/dea116642f354126b79d048de24010e3.jpg,1
train/33a6a93ef8074ef684291557a00a408b.jpg,0
train/340014208f2e46afb5fb1b0837bf52cf.jpg,1
train/c098c9452c6748ca8d94134d898da05a.jpg,0
train/fc9dbe25e2d54014a7fafd53198632f5.jpg,1
train/91f5e18cdfde4d6b929561f4ec150bbf.jpg,0
train/a02c596a83164f82b794b1b67ff7bcec.jpg,1
train/6b1b4ec385c346cdb4b5c6e74837df2b.jpg,0
train/42b279d1413246e3afeaa551b1502bb8.jpg,1
train/886e1c69d7074598bc752912a7d73ff3.jpg,0
train/efe82a7f77a5438bbf4b6027a858b6fd.jpg,1
train/aad5711935d54a2cbbef72fd87e98faf.jpg,0
train/0977e3fb55254712a6d62b23582f6ad8.jpg,1
train/babe7b5ef1a9487493bc2a7ab72c95e9.jpg,0
train/3789c19a070e46c498bf0f47a2385f06.jpg,1
train/17ce0c8c6e5e4a86aa14106322120368.jpg,0
train/2bfceb6a7168446bb4ab367b88461ea5.jpg,1
train/966dafd3d701447ea3f3a06baa4f30cf.jpg,0
train/f0fbb4fc010a4516b926ce16a597a896.jpg,1
train/f4619b8c76e643ae94bcab199dd8aa40.jpg,0
train/749fb4df38824976bac554371e6cf7d3.jpg,1
train/cff3e8fe3d794bbdac16ea3e65899203.jpg,0
train/f8ce720b59f849c2a7d86d36420c591d.jpg,1
train/dc5d5ae4e4f344078e4c78f75b1de704.jpg,0
train/08b784a25539430ab4b32586951687d9.jpg,1
train/d7488b07b60b4b9d966708aea7f584f1.jpg,0
train/633d642bb7bf4b2caa1cc46e58eade76.jpg,1
train/f3e6483c3b2e40cdbd38ee2b1cd0960a.jpg,0
train/13665330566244eaa117ed74711f6005.jpg,1
train/ab57b4840461487591c5c8f8769567e6.jpg,0
train/4719f4c5ea464e3da82993ae9a0e280d.jpg,1
train/0c65a469c285498e9da3b7ac6df9f83c.jpg,0
train/d2fafb24a46d42738a7208e33b17b8a6.jpg,1
train/a7a1b223bdfc4ae2adb35b34ea84be98.jpg,0
train/c52ab42ba0f64a78a30aabac6c97e514.jpg,1
train/9eb06d268a2d4031917ada5bb49bde22.jpg,0
train/399d445c49d04ea88e06590c794425a3.jpg,1
train/b88909d9d4354f00a980410051cbd144.jpg,0
train/1b838f84e0e1443fb92e4187793f2bd3.jpg,1
train/78e2a36be4264abbac8129690125b23b.jpg,0
train/e4a434beb3244a47aa0ffa8cfc84888d.jpg,1
train/ee1db43f48204b94a66579d6726dcd7b.jpg,0
train/16bfac23537b4552845604e7665c7a3f.jpg,1
train/fae8df26a20f4997a23abe340a35a6ef.jpg,0
train/fb5700dc0568488dadb34415cd32f27e.jpg,1
train/87bde13422144780bf12dff1aac49788.jpg,0
train/abc69a9e3a834c82a777a2207f1d8bc8.jpg,1
train/fe84a0f26e81491a8561e8ec4c21404c.jpg,0
train/4ffad390a30b460e9a281df22ad2f71e.jpg,1
train/593c0ecaa5eb479ab72635ed3470e9bf.jpg,0
train/187c3a952bae46a293824bd38a594356.jpg,1
train/4b7c8528c9de4f7a82ef6d1cba50a96f.jpg,0
train/81b113e207f848489ebbbe53ddeceb3c.jpg,1
train/d14d612d69314b1d8962d7f9db9d1edf.jpg,0
train/122ec76d8123470b9389b8c0422432af.jpg,1
train/48e8b84930cc4203b79633b21d96391e.jpg,0
train/8bea4d620f574219a1f59634039490ac.jpg,1
train/8a40ab543d974b7f976b769678f5fc9b.jpg,0
train/a6a5c6f38fb54650999c1bafd6faa6ee.jpg,1
train/cbde416decb448258c152c553b82dd74.jpg,0
train/10fb5b10fce04cd4b91ea106da66277c.jpg,1
train/e7580cdf371f42ada072c7651967ccfb.jpg,0
train/4776adc574a1439f9623ade3b3c168c5.jpg,1
train/6aeb8c04e3094648a8f80ee1d62e587c.jpg,0
train/28b939c6c1b745a491a197b5d751bdb6.jpg,1
train/d4d7bf95451444fa9320ce9025358ccc.jpg,0
train/2c6a13224ac543a2ae05a57508446a16.jpg,1
train/9ab27ebe70e34ea3bd885f7debd010bc.jpg,0
train/e3556c1820be43338907edc356911a54.jpg,1
train/da86e2b864a34647baf80f1f6789cc01.jpg,0
train/9bc45f607c1b493c8c0e3f4deafd4c6c.jpg,1
train/b75c7c639933454ba7697fc361bac393.jpg,0
train/5f446d1f61354e46982e2aaa0995e7c6.jpg,1
train/744167f551974a21bfeb172234565857.jpg,0
train/797d315c0fb349a49dee7893b96e4c01.jpg,1
train/72a3082bf64d45d58c2a59d7568b4f9c.jpg,0
train/052b35a453a1420b9cb11256ccb5c458.jpg,1
train/862cfe50421946e1940287457c410010.jpg,0
train/162e3016a6d54b278c360420a237de19.jpg,1
train/815cd991920148fdaabac6c1fdac0330.jpg,0
train/658805f0e90e4b558341f9afce1b8de4.jpg,1
train/02f63bf8a7ce48e2a78e53f557e0fe70.jpg,0
train/31b9ebfd85a24b079f5a446e2d3bfb5b.jpg,1
train/f58f719bc0cf4bd0b314281faf935fac.jpg,0
train/f9fb418bbec0414daf14ca1a620232f5.jpg,1
train/413f5ebbfd0441f59f5869c0b79b9910.jpg,0
train/58aac4d78a184ccdb2117ef4315260fe.jpg,1
train/9430aab4e74a4dd6bf2b8ee85e9d2039.jpg,0
train/0e08f3d172084602a15ec39705833084.jpg,1
train/038c677fc1d34964886764780cc530d2.jpg,0
train/10cf02b2f1af48378b6d02374b87ba4b.jpg,1
train/c51918420b5b4f7a86fdaea3bce15337.jpg,0
train/f9e6e379e2914c989961d47528236c64.jpg,1
train/658ed7fec3f245d3a7bc7444deec76f5.jpg,0
train/1213995aa8e44b02928caea9dc08e975.jpg,1
train/dea814be24d74f42b93f97e445145563.jpg,0
train/a800f49570cb4d50af59352b9b911d66.jpg,1
train/f53f19a1036d4b82b7ba68b7a961ba50.jpg,0
train/079415d92159476f8b0309f402c3f073.jpg,1
train/e3fc6bf9c37644fabcc1103be0f773c1.jpg,0
train/463c5d7391a248939fca0eea536fce34.jpg,1
train/d2783fee800b4db7a069cd9bc097b7e3.jpg,0
train/ac80f60e1bde49f5b3b224989f206efa.jpg,1
