file_name,label,augmentations
augmented_20250214_2251\6c41de6f9a474703b3500cd58a6c1a96.jpg,1,
augmented_20250214_2251\02ea162101304e228238314ffe020553.jpg,0,
augmented_20250214_2251\a7a1b223bdfc4ae2adb35b34ea84be98.jpg,0,
augmented_20250214_2251\5d37b6bfe7d34ba48cdb9a20a3952e6b.jpg,1,
augmented_20250214_2251\ee1db43f48204b94a66579d6726dcd7b.jpg,0,
augmented_20250214_2251\10fb5b10fce04cd4b91ea106da66277c.jpg,1,
augmented_20250214_2251\87ad8d3469604812ade168d2950b156c.jpg,0,
augmented_20250214_2251\bb3835e6043c4c6b8df48450f3c611fd.jpg,0,
augmented_20250214_2251\4776adc574a1439f9623ade3b3c168c5.jpg,1,
augmented_20250214_2251\66bb78c115254b8cbe437e77ae8a1f99.jpg,0,
augmented_20250214_2251\779d694787ee473fa88f763da74ed06b.jpg,0,
augmented_20250214_2251\0333c4335ebb44afb633ec1e78a02f48.jpg,0,
augmented_20250214_2251\658805f0e90e4b558341f9afce1b8de4.jpg,1,
augmented_20250214_2251\93b09cb5e53e45b89d00429b759f7048.jpg,0,
augmented_20250214_2251\43f26c3b498a4ab8a6803f1543911e3d.jpg,0,
augmented_20250214_2251\fe84a0f26e81491a8561e8ec4c21404c.jpg,0,
augmented_20250214_2251\c240aecf20764f8396b64e6b89954fd1.jpg,1,
augmented_20250214_2251\c6cf8a1412164ffbacc4f9220e781864.jpg,0,
augmented_20250214_2251\e5a66d2bb65c4f92be67f0eb93e3a846.jpg,1,
augmented_20250214_2251\cd602aa04f12498db1a28cb17765fd74.jpg,0,
augmented_20250214_2251\65eb680cc49045039b728bd0e0f714e0.jpg,0,
augmented_20250214_2251\908ac0fe8086483786727c47b725f2d5.jpg,1,
augmented_20250214_2251\d777ef1d711a49f6b5e7c124ea50d674.jpg,0,
augmented_20250214_2251\0d9c127c5d4745dbb393d491be3b5b35.jpg,0,
augmented_20250214_2251\041c36d9269146cdb88e7526e3b91651.jpg,0,
augmented_20250214_2251\2350d0e6d7324b189f6046213c6c99b0.jpg,1,
augmented_20250214_2251\f0bb3165588748b282108914957fc9b4.jpg,0,
augmented_20250214_2251\c58afc058491482983741b161a311b88.jpg,1,
augmented_20250214_2251\390563601dec46d59b947baea5c15dc6.jpg,0,
augmented_20250214_2251\89275abe83e24396b85b6777300aa12c.jpg,0,
augmented_20250214_2251\c7d8c8b9a6eb42d9bbab4e31e8cf59f4.jpg,0,
augmented_20250214_2251\6285e9ff4a2d46f5acbe35326869f7b8.jpg,1,
augmented_20250214_2251\fa36e5ba8e9b442c837fc84e7f343325.jpg,0,
augmented_20250214_2251\ab57b4840461487591c5c8f8769567e6.jpg,0,
augmented_20250214_2251\2c350fe54675458db09746b896486095.jpg,1,
augmented_20250214_2251\886e1c69d7074598bc752912a7d73ff3.jpg,0,
augmented_20250214_2251\87d9520aa98545c09386404ad4b9019c.jpg,1,
augmented_20250214_2251\8bea4d620f574219a1f59634039490ac.jpg,1,
augmented_20250214_2251\e76e68d0adb841eda9dcf5e918f29cf9.jpg,0,
augmented_20250214_2251\c6ff8e87a5ca4e5096ed9087bee1cac9.jpg,0,
augmented_20250214_2251\fbf241cb3baa4b6c8ce0881baebd50e9.jpg,0,
augmented_20250214_2251\375c6695c7bd47d8bc15dd91c3302f43.jpg,0,
augmented_20250214_2251\0ff2d0acb8dd4ec0b61b5b3b1aae766a.jpg,1,
augmented_20250214_2251\dacfb8a6442c4509be9c00a956f6a1a6.jpg,0,
augmented_20250214_2251\6767f6935e15405592d7810e6fb44a91.jpg,0,
augmented_20250214_2251\3119d7bfcb7546feaa870d820cbc4790.jpg,0,
augmented_20250214_2251\5e39a87e7bcf4672827ab13b65b94e90.jpg,0,
augmented_20250214_2251\106a797a648e41f7891afcf89c132575.jpg,1,
augmented_20250214_2251\4d9274765ff14dca94b3bd7f9e257706.jpg,0,
augmented_20250214_2251\adb6b792b4d446e1814c74a5eff42d07.jpg,1,
augmented_20250214_2251\052b35a453a1420b9cb11256ccb5c458.jpg,1,
augmented_20250214_2251\f9fb418bbec0414daf14ca1a620232f5.jpg,1,
augmented_20250214_2251\0bb2445284e44052b3adc09d47444f23.jpg,0,
augmented_20250214_2251\3cf07426bc6c406da2163db68315c228.jpg,0,
augmented_20250214_2251\1b838f84e0e1443fb92e4187793f2bd3.jpg,1,
augmented_20250214_2251\e904c74593c34d70ae631a9ad9aa7ba4.jpg,0,
augmented_20250214_2251\4414200488414347933124425930d556.jpg,0,
augmented_20250214_2251\d6256f83482a47c98ed73f1156410833.jpg,0,
augmented_20250214_2251\9a457c62bcbe456ba164518a77412c1a.jpg,1,
augmented_20250214_2251\7637578553f84830bb251a6d3701a249.jpg,1,
augmented_20250214_2251\48afd48949a546448fb338887c1a5d6c.jpg,1,
augmented_20250214_2251\3133591437d44c068fbb52507ea47093.jpg,1,
augmented_20250214_2251\d7488b07b60b4b9d966708aea7f584f1.jpg,0,
augmented_20250214_2251\75e5b36ad7464dc0a050d19ab75fd973.jpg,1,
augmented_20250214_2251\5d81fa12bc3b4cea8c94a6700a477cf2.jpg,1,
augmented_20250214_2251\02f63bf8a7ce48e2a78e53f557e0fe70.jpg,0,
augmented_20250214_2251\18eec65b2e6c4c568803d598117174c9.jpg,1,
augmented_20250214_2251\b4231b9da8844b02a17e5effdc7b8182.jpg,1,
augmented_20250214_2251\f9c539595ecd4c399ef26ae64ef0b7c4.jpg,1,
augmented_20250214_2251\39fcf0de25024b149dc022089bba57ff.jpg,0,
augmented_20250214_2251\31b9ebfd85a24b079f5a446e2d3bfb5b.jpg,1,
augmented_20250214_2251\e1eeb075dea448178dccb9b10bbd28c4.jpg,1,
