file_name,label
train\d00187541257465c8e2aff8c6a1a5ce8.jpg,1
train\25ea852f30594bc5915eb929682af429.jpg,0
train\88e676eecc7140e694f9ab3fac39cae9.jpg,1
train\a7a1b223bdfc4ae2adb35b34ea84be98.jpg,0
train\fc9dbe25e2d54014a7fafd53198632f5.jpg,1
train\2350d0e6d7324b189f6046213c6c99b0.jpg,1
train\9ec6fd612b9a4affa8add496d40f39aa.jpg,0
train\8542fe161d9147be8e835e50c0de39cd.jpg,0
train\c4c8317d57474db9be627f5e45cc241f.jpg,1
train\463949ffc0d34a62be9ac228455b3d65.jpg,0
train\4ffad390a30b460e9a281df22ad2f71e.jpg,1
train\079415d92159476f8b0309f402c3f073.jpg,1
train\c04b6cc7a06f4aebb4faafd01318899a.jpg,1
train\e362d041d1b14faab1cddf4daaee0848.jpg,1
train\966dafd3d701447ea3f3a06baa4f30cf.jpg,0
train\d78a5453fdce4d00b52240f88d16bff0.jpg,0
train\f127b1987f9345a2abd6f50a0377b08c.jpg,0
train\3789c19a070e46c498bf0f47a2385f06.jpg,1
train\041c36d9269146cdb88e7526e3b91651.jpg,0
train\39fcf0de25024b149dc022089bba57ff.jpg,0
train\a800f49570cb4d50af59352b9b911d66.jpg,1
train\d7488b07b60b4b9d966708aea7f584f1.jpg,0
train\4bfdbe05b565491db118175412936392.jpg,0
train\1c7b7358db354b828c7b1c113c08d5a9.jpg,0
train\a0520427f8cc444eba6e4846512b1281.jpg,1
train\ac80f60e1bde49f5b3b224989f206efa.jpg,1
train\4d9274765ff14dca94b3bd7f9e257706.jpg,0
train\71d589d4a93a4ae6890c343e01da477e.jpg,0
train\5a88f7c74f024558b3846075762eb160.jpg,0
train\8840ad408f49448a9389d2f65c856d53.jpg,1
train\fbf241cb3baa4b6c8ce0881baebd50e9.jpg,0
train\83d131be8061458abb94de4728ed3f65.jpg,1
train\e64403979d084e34984fa07b41361937.jpg,0
train\b4397773fc8e4418ba06a1b17fb7186b.jpg,1
train\b819533507d5492f8795ccec67a9d40c.jpg,0
train\e2b09bd2b6f44cb89b24bd0d4d0570ee.jpg,1
train\5e39a87e7bcf4672827ab13b65b94e90.jpg,0
train\62067a203190414baead58510ede45e0.jpg,0
train\48e8b84930cc4203b79633b21d96391e.jpg,0
train\e5a66d2bb65c4f92be67f0eb93e3a846.jpg,1
train\be13b004f3dc45d18cc8c073f5fa461d.jpg,1
train\0719ec37349f47d7af16fd4b072e1f0d.jpg,0
train\bc5a6882ce00438eaa96c93e6485efce.jpg,0
train\0d8a3e98adfd4bc497ce5bd5fca8f446.jpg,1
train\fd4f15080fd44f91bcea226004c87525.jpg,1
train\f53f19a1036d4b82b7ba68b7a961ba50.jpg,0
train\33c7c53a3dca4fdd9c3df0061a170bf5.jpg,1
train\702104c0b5b948f4b8e89ecd79f5894f.jpg,0
train\658805f0e90e4b558341f9afce1b8de4.jpg,1
train\fb68d74f7ddf46d08c09bdf2d4851b35.jpg,1
train\fca51a92c79340c882b0e6c8e4c3dc28.jpg,0
train\0a2ba60e935c4d48a26fc4e48f138fac.jpg,0
train\b75c7c639933454ba7697fc361bac393.jpg,0
train\390563601dec46d59b947baea5c15dc6.jpg,0
train\54e75dcc51d24e96988872db573c32a5.jpg,0
train\c6cf8a1412164ffbacc4f9220e781864.jpg,0
train\e904c74593c34d70ae631a9ad9aa7ba4.jpg,0
train\c58afc058491482983741b161a311b88.jpg,1
train\4776adc574a1439f9623ade3b3c168c5.jpg,1
train\e379e4532b8a42cc8b9551ba5720834e.jpg,1
train\7637578553f84830bb251a6d3701a249.jpg,1
train\a16ddb1db4084ecd8480e7b3c35f5f54.jpg,1
train\65458834ad794d79b11a53cb45c4a2b2.jpg,0
train\8e088bd79980472896ca9251eb5b34bd.jpg,1
train\6f293888d3c94a67afbbc42488b61e95.jpg,0
train\7c530e9b77c5481fa57e51ff28b7afbb.jpg,0
train\91b4971889964bd4aa1bd03f34179640.jpg,1
train\323a4a5674cf4c9ba601c796ec01d052.jpg,0
train\71353952d377415aa421969f07537aee.jpg,0
train\f763fd42a8a3451297f29a6b91f349de.jpg,0
train\fe2798ac71eb418db6a672ba5c3e511d.jpg,1
train\758c3550ee034b8f9c56a45f2980c68d.jpg,1
train\ecbcd023a14540ed836a70ff086c2c89.jpg,1
train\08b784a25539430ab4b32586951687d9.jpg,1
train\55039a3a41074689b51845297ea0f8b5.jpg,1
train\3119d7bfcb7546feaa870d820cbc4790.jpg,0
train\4c787e1bb8a04e599786c2617752e97a.jpg,1
train\ad85793e52004167acf2382d90d1de62.jpg,1
train\0bb2445284e44052b3adc09d47444f23.jpg,0
train\101957296913490c95409b6ac6734405.jpg,1
train\fe84a0f26e81491a8561e8ec4c21404c.jpg,0
train\e3fc6bf9c37644fabcc1103be0f773c1.jpg,0
train\862cfe50421946e1940287457c410010.jpg,0
train\a1bdb3bed7a440018ec2b2272897af31.jpg,1
train\e67085fb6d814cbabe08f978c738f3f7.jpg,1
train\e848348fde5d426eb43e9421f2588354.jpg,1
train\f6240ef6520648d899a5960555037320.jpg,1
train\a0a308de65644a9c894cb31e0b0c68d5.jpg,1
train\4ca0118c4e6d4fca879f9305b06bb934.jpg,1
train\d889ffe8fe914d16adac077d2dfdeaa3.jpg,1
train\dacfb8a6442c4509be9c00a956f6a1a6.jpg,0
train\0a55e310748c4048b199220bdb9866c3.jpg,0
train\ff6b1ab5320c4f1587a8bd110b16463b.jpg,1
train\f3b9bbadd27c4dcd947cca0d2f34129a.jpg,0
train\774aeb00dbf44520bf3be78bb600bda9.jpg,1
train\ffd5c3b08ea148909c54b029644cb669.jpg,1
train\c51918420b5b4f7a86fdaea3bce15337.jpg,0
train\da86e2b864a34647baf80f1f6789cc01.jpg,0
train\633d642bb7bf4b2caa1cc46e58eade76.jpg,1
train\9c77a979b2284c2bb875c05f8601264c.jpg,1
train\00a1c6c39f034eb689aa830470acbcb2.jpg,0
train\442dd924440b4668b24cd271d7867101.jpg,0
train\7d4c647ac52747e7a31b5d2c748adcc7.jpg,1
train\cccd921234bf487a91d0f61f45d09ce0.jpg,1
train\ca52eb6039c84be0b31b507935be2d47.jpg,1
train\4414200488414347933124425930d556.jpg,0
train\7e8c3bbbb5f5420c94ae744803771f50.jpg,1
train\1fc73e8bc69842668a27f23ed65b5024.jpg,1
train\03c810c87f684cab8c9eba8629eaa777.jpg,1
train\dfaf72b00472434897b927a7e401f91a.jpg,0
train\9549900f91104bed8f5e2574973ff241.jpg,0
train\8992456376f743a7aab0a4275ad630b1.jpg,0
train\01e5b510cd914feba6a1e43f9408417d.jpg,0
train\c240aecf20764f8396b64e6b89954fd1.jpg,1
train\f9fb418bbec0414daf14ca1a620232f5.jpg,1
train\3d2db4de479b4c6596908bc37e1ae7fb.jpg,0
train\2e899be7a5d04b05a7b2ae5cd8f996f1.jpg,0
train\e39be51443724676b6963515617cfda1.jpg,1
train\413f5ebbfd0441f59f5869c0b79b9910.jpg,0
train\6b09efdd072b42eb910024f659a97ead.jpg,0
train\c7da2052da16433ba12317590f1dad65.jpg,1
train\d5a6f65fd3c44d598666f39c1f5d4526.jpg,0
train\f330d3f6998f4c45beb3c63e50acbd64.jpg,1
train\b8a87fe02fea4d04bb9add24b449fdb0.jpg,1
train\39aac604525145faa53b478a1a5de77c.jpg,0
train\315b38834eb9442badd96079a6911e78.jpg,1
train\80fcbfbc030d4ec09347351cec1a2fd2.jpg,0
train\ed2c4361beaa4a82bf45e5cff377d31f.jpg,1
train\f398b2a53e2a4b70b04e671eeaa397ba.jpg,0
train\7ca2a0e8b05442e7b10fb8cf001bf834.jpg,1
train\a8bf1471ba5e4e3e8fb52c1d218f0acd.jpg,0
train\baa221d6fd624c13a0a4ded4b57a5e71.jpg,1
train\fa36e5ba8e9b442c837fc84e7f343325.jpg,0
train\2b3a9d1eb0f6456ab267380f990234e5.jpg,1
